Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-26,80.94063714627447,81.98148243862474,80.6264192754775,81.27449035644531,1083300,0.0,0
2020-05-27,82.28588559134984,82.49209036473788,80.52822681832423,82.45281219482422,1880000,0.0,0
2020-05-28,83.34635686942778,83.94533578325996,82.42334620033655,83.3561782836914,1096700,0.0,0
2020-05-29,83.57220371512685,84.58359212063064,82.81611214588538,83.91587829589844,1878400,0.0,0
2020-06-01,83.92569990314809,84.04352690737284,83.20888649742348,83.51329040527344,767300,0.0,0
2020-06-02,83.59183795023671,85.74227064257775,82.98304512704892,85.06473541259766,1450700,0.0,0
2020-06-03,85.869931920544,86.32162713588116,85.42806561227096,85.69318389892578,1089600,0.0,0
2020-06-04,85.20221539394542,85.61463242611454,84.1711915423846,85.27095031738281,1103200,0.0,0
2020-06-05,86.90095699638616,88.53096724333317,86.24306454364972,88.28548431396484,1604900,0.0,0
2020-06-08,87.92216049936503,88.57023149025149,87.50975100593331,88.1872787475586,1227900,0.0,0
2020-06-09,87.1562563793933,87.58830121623815,85.63425930732807,86.23323822021484,952900,0.0,0
2020-06-10,86.55727085396782,86.55727085396782,84.3282819572021,85.0843734741211,1242300,0.0,0
2020-06-11,83.4052743142844,83.45436640042537,80.0667053034048,80.18453979492188,1199300,0.0,0
2020-06-12,81.58870860749522,82.34480027895066,78.80984734312351,80.25328826904297,1296700,0.0,0
2020-06-15,78.55452970754924,80.89152426939307,77.82790240538665,80.18453979492188,1398600,0.0,0
2020-06-16,82.11895228887686,82.63938242659695,80.60677644455865,81.27449035644531,1282400,0.0,0
2020-06-17,81.54942818335174,82.22695594134554,80.67550959644778,81.127197265625,1092600,0.0,0
2020-06-18,80.74424573259708,81.10755566136324,80.14526680558104,81.02899932861328,880100,0.0,0
2020-06-19,82.09930818741182,82.25641336027068,78.26977314534572,78.49562072753906,3528500,0.0,0
2020-06-22,78.38760798936067,79.8605055126863,77.85736398197814,79.76231384277344,1118700,0.0,0
2020-06-23,80.65587410750337,81.14683998714074,79.65430700932284,79.86051177978516,994200,0.0,0
2020-06-24,79.44809384251244,79.50700734454841,77.39585278691284,77.94573211669922,1686600,0.0,0
2020-06-25,77.61188555746665,78.80984347781606,76.80670183106626,78.69200897216797,1076300,0.0,0
2020-06-26,78.49562505947742,79.30080878011823,78.36796913971895,79.06513977050781,2228900,0.0,0
2020-06-29,79.91941463846635,79.91941463846635,78.92766159612138,79.62483215332031,1107500,0.0,0
2020-06-30,79.56069772645792,81.43572668863092,79.45214246707128,80.97190856933594,1257500,0.405,0
2020-07-01,81.23836014109335,81.42586605484298,80.13307361505896,80.3205795288086,1295000,0.0,0
2020-07-02,81.0113746812042,81.29756512917275,79.66925133050229,80.16268157958984,1714500,0.0,0
2020-07-06,81.02124192928548,81.35677839947202,79.99490615157923,80.49820709228516,1354200,0.0,0
2020-07-07,80.28110769130267,80.77453798753581,79.69886355573898,79.80741882324219,1156800,0.0,0
2020-07-08,79.54095974066077,79.71859494287347,78.77120970745528,78.94884490966797,1091700,0.0,0
2020-07-09,78.64292134743717,79.69886185771277,77.76461604118683,79.44227600097656,1716000,0.0,0
2020-07-10,79.24490261487107,80.97190852154131,79.23503190152859,80.70545196533203,1188100,0.0,0
2020-07-13,81.13967988702738,81.76139935568592,80.36992982226474,80.65612030029297,1063100,0.0,0
2020-07-14,80.6561134462211,81.98837363964613,80.50808286269648,81.94889831542969,915300,0.0,0
2020-07-15,82.8074696659018,83.53774434094152,82.5804884339735,83.19234466552734,1545400,0.0,0
2020-07-16,82.99496544743837,83.89301210456229,82.92588551451716,83.48839569091797,949000,0.0,0
2020-07-17,83.98183263282368,85.92594915186052,83.55748228841895,85.8371353149414,1409900,0.0,0
2020-07-20,85.37330199273318,85.77791087323773,83.72523927361814,83.88314056396484,833300,0.0,0
2020-07-21,84.1002561554706,84.76145090816803,83.6759058234569,83.91275024414062,831200,0.0,0
2020-07-22,83.63643053100797,84.82066016403544,83.33050617379135,84.53447723388672,897500,0.0,0
2020-07-23,84.7811939870727,85.72857921741445,84.27789299530883,84.72197723388672,700300,0.0,0
