Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-26,316.3039158481723,316.9300485865701,309.28731054075007,310.4202880859375,1695300,0.67,0
2020-05-27,314.94235090192683,314.94235090192683,306.2461299956003,313.4913024902344,1182900,0.0,0
2020-05-28,315.81690798120786,321.5315672746436,312.8651610112241,316.840576171875,1928600,0.0,0
2020-05-29,318.64941848401014,323.99635708253,316.40329906366213,323.0223693847656,1935800,0.0,0
2020-06-01,324.0460128530634,327.54439757004354,321.38249200173385,325.288330078125,892300,0.0,0
2020-06-02,323.81747928789883,325.80518705297584,321.32289633712287,325.3579406738281,1280200,0.0,0
2020-06-03,328.091020471167,332.5832591797947,324.61253207714697,331.33099365234375,1058900,0.0,0
2020-06-04,329.0649966941913,331.5496311749236,322.3465353526876,325.3778076171875,1209100,0.0,0
2020-06-05,330.43653078887223,332.60312484904847,327.6040413204706,331.321044921875,1522200,0.0,0
2020-06-08,328.84636043285883,331.0328206629105,323.8870395220927,329.9396057128906,1116800,0.0,0
2020-06-09,327.21642212694894,328.8264604632151,324.66224085929815,325.596435546875,966600,0.0,0
2020-06-10,326.9580405270664,332.03661898737994,324.1156028310892,329.1445007324219,1136400,0.0,0
2020-06-11,323.00249911562344,324.175239371671,304.6162030121187,305.1429443359375,1663500,0.0,0
2020-06-12,312.47758467642865,316.26416532229103,308.0946856697193,314.96221923828125,1168700,0.0,0
2020-06-15,308.09465098878775,318.92765039303697,306.216252913065,317.6853332519531,998000,0.0,0
2020-06-16,327.971768633305,327.971768633305,317.09900514978773,322.93292236328125,912800,0.0,0
2020-06-17,324.6125666552347,327.5543658037091,323.151600160922,324.3144226074219,896700,0.0,0
2020-06-18,322.54532385503114,325.7554522487826,321.3328209941373,324.8013610839844,726300,0.0,0
2020-06-19,330.22781618408044,330.95334043175967,319.3053718015615,321.7403259277344,1932700,0.0,0
2020-06-22,321.7204193559071,324.9206299468579,318.7984866280819,324.3541259765625,1330400,0.0,0
2020-06-23,327.5244938939546,330.4961372554804,325.00012718564767,326.54058837890625,890000,0.0,0
2020-06-24,322.5552616782464,324.4336600527099,314.4553586961715,316.0157165527344,1298200,0.0,0
2020-06-25,316.42316338948456,326.2324950991463,314.0577865996351,325.8051452636719,1051900,0.0,0
2020-06-26,322.9031187498457,325.91449478562026,319.16624879466843,319.6234130859375,2563800,0.0,0
2020-06-29,323.15156886762,323.15156886762,316.2840352178961,319.3153076171875,1298200,0.0,0
2020-06-30,319.6333012882368,328.5481709543596,318.4506431875011,327.4549560546875,1823400,0.0,0
2020-07-01,328.38921261089376,334.0641097773698,326.6698344784528,332.4639892578125,963200,0.0,0
2020-07-02,336.27044272423905,337.20466773216424,330.5557833159788,331.2017822265625,707900,0.0,0
2020-07-06,336.518902024432,341.93538702481123,335.525048226563,338.92401123046875,1296500,0.0,0
2020-07-07,337.3040623176681,343.495752201196,337.3040623176681,339.0929870605469,836800,0.0,0
2020-07-08,343.2671958640987,352.56965334316135,343.2671958640987,352.1423034667969,1121200,0.0,0
2020-07-09,351.76462690886666,354.59711638950154,347.2922846752364,350.5521240234375,1126400,0.0,0
2020-07-10,350.85029031357396,352.1621847312588,346.3878960405557,349.6477355957031,821000,0.0,0
2020-07-13,350.85025970436953,354.2691192236935,342.13417274383175,343.9628601074219,919700,0.0,0
