Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-26,11.703050221857374,12.082451194904657,11.673865817086199,11.907342910766602,7554000,0.0,0
2020-05-27,12.452124355018187,12.607775758695638,11.761420555382838,12.092180252075195,9095400,0.0,0
2020-05-28,12.257560552960022,12.354842219972213,11.294465833576954,11.391748428344727,14658800,0.0,0
2020-05-29,11.17772749241132,11.284738534273945,10.662131956796594,10.80805492401123,38667900,0.0,0
2020-06-01,10.846967063864039,11.839246144493028,10.79832669649463,11.654409408569336,8212500,0.0,0
2020-06-02,11.907343399962393,12.296472833172048,11.780876403750922,12.140820503234863,7177400,0.0,0
2020-06-03,12.549406923724327,13.707065945658448,12.510494069997879,13.522229194641113,10540400,0.0,0
2020-06-04,13.424946758798129,13.959999162848217,13.065002650411303,13.921086311340332,7499100,0.0,0
2020-06-05,14.903636188541444,15.458145487606565,14.611790263276777,14.806354522705078,8813100,0.0,0
2020-06-08,15.390046361437872,15.623523458498212,15.117656414867476,15.263579368591309,7750000,0.0,0
2020-06-09,14.04755215541368,14.82581010072247,14.037824638510925,14.514507293701172,7228700,0.0,0
2020-06-10,14.310215332133026,14.407497928218424,13.463860086110207,13.677881240844727,8064800,0.0,0
2020-06-11,12.325658084792023,13.172013338038878,12.08245252025825,12.208919525146484,9753000,0.0,0
2020-06-12,13.113642187134472,13.483314716887513,12.636959554461669,13.386033058166504,6724500,0.0,0
2020-06-15,12.277016586722524,13.424947129539555,12.170006474059555,13.249838829040527,6629300,0.0,0
2020-06-16,14.222660043353555,14.290757298512,13.434674603574196,13.745977401733398,6372900,0.0,0
2020-06-17,13.765433949926733,13.775162394723068,12.957991586941946,12.967720031738281,4260300,0.0,0
2020-06-18,12.753698884996664,13.045545734597859,12.549406183051383,12.967720031738281,4611000,0.0,0
2020-06-19,13.240109221592046,13.288750514988791,12.354841207242224,12.374298095703125,12156600,0.0,0
2020-06-22,12.286745185212315,12.763427867238383,12.150549735595325,12.705059051513672,4770100,0.0,0
2020-06-23,12.957991172958335,13.172012312862378,12.59804707679344,12.695329666137695,4625000,0.0,0
2020-06-24,12.422939225017103,12.529949326872142,11.858701527925058,12.461852073669434,5392100,0.0,0
2020-06-25,12.160277834125594,12.559134798644022,12.10190809230934,12.403483390808105,5812200,0.0,0
2020-06-26,12.354840625492518,12.568861749707322,12.1019066539437,12.179733276367188,7351800,0.0,0
2020-06-29,12.354841207242224,12.568862341534595,12.043538413911872,12.374298095703125,6410500,0.0,0
2020-06-30,12.42294011071668,12.792611735392002,12.306200628681195,12.491037368774414,6929400,0.0,0
2020-07-01,12.5785913727062,13.035817139806309,12.539678521724156,12.559134483337402,6099100,0.0,0
2020-07-02,12.967719197997518,13.094186188952209,12.384025536322866,12.41321086883545,3600700,0.0,0
2020-07-06,12.938535449520483,13.035817112897,12.432667460042627,12.578591346740723,3497900,0.0,0
2020-07-07,12.325656903886669,12.325656903886669,11.810061416245182,11.819788932800293,3972600,0.0,0
2020-07-08,11.810061416245182,11.88788711521916,11.450117326551652,11.819788932800293,3769200,0.0,0
2020-07-09,11.771149178123329,11.839246436323489,11.343106883779447,11.51821517944336,4718300,0.0,0
2020-07-10,11.440389920772201,11.790605597946845,11.4209330303847,11.771149635314941,3570500,0.0,0
2020-07-13,11.917071230660921,11.965712523275942,11.333377574791658,11.479301452636719,4136700,0.0,0
