Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-26,45.78420991020079,46.93526489963002,45.74451744515244,46.42919921875,3912800,0.0,0
2020-05-27,46.955114942853825,47.342107045277444,46.131517045310595,46.7070426940918,4110300,0.0,0
2020-05-28,47.49095140118421,47.5207188594273,46.300203862793765,46.468894958496094,2353300,0.0,0
2020-05-29,45.248372999687156,46.42919923085133,45.18883808738094,46.290279388427734,3856800,0.0,0
2020-06-01,46.37958580634923,46.439120718994566,45.8735163371729,46.33989334106445,2194600,0.0,0
2020-06-02,46.5581948158515,47.262722833528436,46.37958629076816,47.133724212646484,2972900,0.0,0
2020-06-03,47.57032884191511,48.47331159593148,47.48102268886814,48.185550689697266,2594800,0.0,0
2020-06-04,47.957323611314564,48.13593212808959,47.31233432218954,47.4314079284668,3240200,0.0,0
2020-06-05,48.62215836241161,48.671772052663805,47.95732658541192,48.25501251220703,4219000,0.0,0
2020-06-08,48.155781923294825,48.83053871759725,47.74894360190207,47.93748092651367,2921500,0.0,0
2020-06-09,47.3718724802911,47.93747683529047,47.14364270836775,47.471099853515625,2448300,0.0,0
2020-06-10,47.51079722061288,47.798558146777076,46.657428095789996,47.391719818115234,2522800,0.0,0
2020-06-11,46.08189587824934,46.60781157751453,45.15906688390905,45.17891311645508,3340400,0.0,0
2020-06-12,46.359741575285156,46.429201499891526,44.28585749063866,45.436912536621094,2863600,0.0,0
2020-06-15,44.39501182074656,46.677275778866964,44.09732209054125,46.66735076904297,2850800,0.0,0
2020-06-16,48.38400573181543,48.8305364997168,46.96503606870054,47.95732498168945,3151000,0.0,0
2020-06-17,48.21532252998773,48.74123448726394,47.90771157812464,48.00694274902344,3485100,0.0,0
2020-06-18,47.88786315917969,48.22524155427931,47.5703309973544,47.88786315917969,2951700,0.0,0
2020-06-19,48.87022674122358,48.87022674122358,47.10395376775476,48.1160888671875,7482200,0.0,0
2020-06-22,47.877939452590546,48.9893019613521,47.37187377882289,48.830535888671875,3887500,0.0,0
2020-06-23,49.43583134083035,49.713671013928476,48.691614686218955,48.72138214111328,3314400,0.0,0
2020-06-24,48.3840063017826,48.79084460948937,47.312336231476756,47.3619499206543,2572600,0.0,0
2020-06-25,47.232950451329735,48.44354412896108,47.21310800424096,48.32447052001953,3286400,0.0,0
2020-06-26,48.22524100941614,48.393932097701004,47.46118185603794,47.927555084228516,4512300,0.0,0
2020-06-29,48.44354738896957,49.07861172643683,47.97717036008115,48.50308609008789,2481400,0.0,0
2020-06-30,48.47331283183875,50.09074485146999,48.23516560782938,49.82282638549805,3501300,0.0,0
2020-07-01,50.051056320282875,50.051056320282875,48.82062006718402,49.26715087890625,2276300,0.0,0
2020-07-02,49.872441994272464,50.567045030713224,49.435836209932404,49.75336837768555,2163100,0.0,0
2020-07-06,50.64643105430599,50.78535090752484,49.69383453056358,49.95182800292969,2511400,0.0,0
2020-07-07,49.703752524634176,50.38843052183536,49.49537275834884,49.63429260253906,2116800,0.0,0
2020-07-08,49.57475632013301,50.16020696723834,49.26714916023021,49.802982330322266,2176200,0.0,0
2020-07-09,49.867654674835286,49.9970012133486,49.0617352933463,49.4398193359375,1848500,0.135,0
2020-07-10,49.60896227500904,49.76815654490696,49.07168019079453,49.54926300048828,1674300,0.0,0
2020-07-13,49.86765146730037,50.72332209005839,49.62886196054836,49.698509216308594,2411500,0.0,0
2020-07-14,49.76815813978287,50.81287080668509,49.53931660668931,50.7730712890625,3162300,0.0,0
2020-07-15,51.34020084657547,51.56904617389229,50.952165040631904,51.27055358886719,2431300,0.0,0
2020-07-16,51.39990043282608,52.13617632724467,51.300405434211285,52.07647705078125,1838500,0.0,0
2020-07-17,52.27546805031779,53.14108663758569,52.11627378374565,53.04159164428711,2402800,0.0,0
2020-07-20,52.832646771559595,53.340081112246764,52.593857266346255,53.15103530883789,2167200,0.0,0
2020-07-21,53.568924686069174,53.718170979156646,53.28038387702855,53.628623962402344,1651800,0.0,0
2020-07-22,53.57887197648542,54.97182470902818,53.52912447792836,54.87232971191406,1744800,0.0,0
2020-07-23,55.0812719510545,55.0812719510545,53.70821896536888,54.026607513427734,2341900,0.0,0
2020-07-24,54.076355121457176,54.106206657297875,53.53907681770619,53.827613830566406,1806500,0.0,0
2020-07-27,53.74802056954082,55.747898951899906,53.74802056954082,55.608604431152344,2190700,0.0,0
2020-07-28,55.22056481046773,55.28026408474761,54.06640540949199,54.2056999206543,2514800,0.0,0
2020-07-29,54.54399171136113,56.21553354336964,54.54399171136113,56.056339263916016,2157800,0.0,0
2020-07-30,54.80268364704692,57.55873384107146,54.61363783473029,56.742862701416016,2714300,0.0,0
2020-07-31,56.91201097575981,57.06125348050186,55.81754696352937,56.87221145629883,2861000,0.0,0
2020-08-03,57.180648664895955,57.668179465307034,56.93190737617863,57.42938995361328,1703600,0.0,0
2020-08-04,57.01150209243143,57.290094914175455,56.683165567988844,56.971702575683594,2006600,0.0,0
2020-08-05,57.35974458507266,57.85722717888772,56.51402189829247,56.80256271362305,2177400,0.0,0
2020-08-06,56.87220901554281,57.230397084337284,56.55382046450126,57.14085006713867,1407800,0.0,0
2020-08-07,56.97170283671749,57.88707274865765,56.97170283671749,57.87712097167969,1702200,0.0,0
2020-08-10,57.87712166304358,58.2353097287123,57.588584650580124,58.036319732666016,1665900,0.0,0
2020-08-11,58.25520935552825,58.35470814881701,56.69311435805798,56.88215637207031,2659400,0.0,0
2020-08-12,57.31994591968334,58.086069581018876,57.14085187960537,57.91692352294922,1558000,0.0,0
2020-08-13,57.6283796719951,58.17561354094314,57.50898491672046,57.92687225341797,1630600,0.0,0
2020-08-14,57.688082132606546,58.125865456446206,57.46918857294119,57.668182373046875,957900,0.0,0
2020-08-17,57.82737442226048,59.00143362253254,57.72787942379305,58.89198684692383,1265600,0.0,0
2020-08-18,59.31982312570676,59.7974059579106,58.503951979588834,58.603450775146484,1896100,0.0,0
2020-08-19,58.5139039836112,58.6631464842895,58.04626913140573,58.20546340942383,1070500,0.0,0
2020-08-20,57.91692288892579,58.39450572540854,57.53883884889215,57.70798110961914,902100,0.0,0
2020-08-21,57.90697450000929,58.434304833264605,57.707980704000754,58.404457092285156,1094100,0.0,0
2020-08-24,58.74274671026258,58.93178873314521,58.40445838818926,58.7725944519043,961700,0.0,0
2020-08-25,59.090980561912666,59.230275077780895,58.52385072131151,59.04123306274414,1510400,0.0,0
2020-08-26,59.250175733587724,59.250175733587724,58.45420434836772,58.80244064331055,1280500,0.0,0
2020-08-27,59.15068116324708,59.15068116324708,57.936822419790694,58.1059684753418,1198700,0.0,0
2020-08-28,58.195514646437736,58.54375093883716,57.817426817910565,58.245262145996094,1634900,0.0,0
2020-08-31,58.40445732013221,58.653198617240534,57.82737568900523,58.0064697265625,1800800,0.0,0
2020-09-01,58.02636962893774,59.09098207954842,57.648281793662896,59.061134338378906,1416900,0.0,0
2020-09-02,59.250173809681016,59.76755614214689,58.48405019019256,59.52876663208008,1568700,0.0,0
2020-09-03,59.36957247236354,59.39942400970481,56.324981347929146,56.87221145629883,1757600,0.0,0
2020-09-04,57.24034486544581,57.49903793444237,55.07132049689421,56.13593292236328,1510800,0.0,0
2020-09-08,55.6782523909751,56.58367058269946,55.20066954434488,55.71805191040039,1659900,0.0,0
2020-09-09,56.27522890960962,58.02636586187251,56.27522890960962,57.65822982788086,1670500,0.0,0
2020-09-10,57.717928501912496,58.20546311080535,57.18065018853973,57.399539947509766,1657600,0.0,0
2020-09-11,57.926873594233506,58.593498438395514,57.61843302418622,58.245262145996094,1595300,0.0,0
2020-09-14,58.73279322644013,59.28002711058061,58.52385145003609,59.10093307495117,1821000,0.0,0
2020-09-15,59.329774756069874,59.578516051111514,58.692997648041825,58.85219192504883,1850700,0.0,0
